podcast_date,title,summary,href,transcript_href
"February 29, 2012 ",Do NASCAR Races Contribute To Motorists' Wrecks?," New research indicates that five days after major NASCAR races, there is a measurable increase in traffic accidents caused by aggressive driving.",https://www.npr.org/2012/02/29/147621392/do-nascar-races-contribute-to-motorists-wrecks,https://www.npr.org/transcripts/147621392
"February 21, 2012 ",Why Twitter Ties Resemble Airline Hub Maps, Twitter is supposed to have turned the world into a global village. But new research shows that our Twitter ties are considerably more parochial than most of us imagine. People no longer define their communities by where they live but by common interests.,https://www.npr.org/2012/02/21/147180159/why-twitter-ties-resemble-airline-hub-maps,https://www.npr.org/transcripts/147180159
"February 2, 2012 ",CEO's Voice Tone Can Speak Volumes, Can the emotional tone of CEO voices during earnings calls tell investors about what's really happening inside a company? New research suggests there may be valuable information for investors in the tone of the CEO's voice.,https://www.npr.org/2012/02/02/146265433/ceos-voice-tone-can-speak-volumes,https://www.npr.org/transcripts/146265433
"March 27, 2012 ",Do Big Salaries For Coaches Guarantee Team Wins?," NCAA coaches are routinely paid six figure salaries as colleges hunt for the best talent to get their teams to a championship. New research, however, debunks the idea that paying more for coaches improves the odds of winning. ",https://www.npr.org/2012/03/27/149443421/do-big-coach-salaries-guarantee-big-wins,https://www.npr.org/transcripts/149443421
"March 20, 2012 ",How Do Racial Attitudes Affect Opinions About The Health Care Overhaul?, Data suggest that the racial attitudes of ordinary Americans have shaped both how they feel about Obama's health care overhaul and how intense those feelings are.,https://www.npr.org/sections/health-shots/2012/03/20/148946156/how-do-racial-attitudes-affect-opinions-about-the-health-care-overhaul,https://www.npr.org/transcripts/148946156
"March 13, 2012 ",Why Compromise Is A Bad Word In Politics," Why do voters want leaders who are adaptable, but detest those who don't stick to their guns? Social science research indicates voters want compromise but only when the other side is caving in.",https://www.npr.org/2012/03/13/148499310/why-compromise-is-terrible-politics,https://www.npr.org/transcripts/148499310
"March 5, 2012 ",Inconsistency: The Real Hobgoblin, Why are politicians and those of us who vote for them so obsessed with inconsistency?,https://www.npr.org/sections/health-shots/2012/03/09/147807206/inconsistency-the-real-hobgoblin,https://www.npr.org/transcripts/147807206
"April 26, 2012 ",Power (Dis)Play? Teams In Black Draw More Penalties," Hockey teams wearing darker-colored jerseys are more likely to be penalized for aggressive fouls than teams wearing white jerseys, new research finds. And teams wearing black jerseys get penalized the most. It's not clear whether the jersey color increases player aggression or draws more visual attention by referees.",https://www.npr.org/2012/04/26/151383136/power-dis-play-teams-in-black-draw-more-penalties,https://www.npr.org/transcripts/151383136
"April 19, 2012 ","To Read All Those Web Privacy Policies, Just Take A Month Off Work"," It would take most people about 30 full working days to read the privacy policies of all the websites they visit in a year, according to a study. Most of us agree to the policies without actually reading them — or knowing how much personal information is being captured.",https://www.npr.org/sections/alltechconsidered/2012/04/19/150905465/to-read-all-those-web-privacy-policies-just-take-a-month-off-work,https://www.npr.org/transcripts/150905465
"April 6, 2012 ",Indian Engineers Build A Stronger Society With School Lunch Program," The program, which is run by engineers, currently feeds 1.3 million children, making it one of the largest school lunch programs in the world. The program is so cost-effective it's become a Harvard Business School case study.",https://www.npr.org/sections/thesalt/2012/04/06/149867092/indian-engineers-build-a-stronger-society-with-school-lunch-program,https://www.npr.org/transcripts/149867092
"April 3, 2012 ",Do Negative Ads Make A Difference? Political Scientists Say Not So Much," Blistering political ads like the swift boat attacks on John Kerry in 2004 may not be as decisive as politicians think. Political scientists say if voters already know a candidate, negative ads don't have much of an impact.",https://www.npr.org/sections/itsallpolitics/2012/04/04/149875138/do-negative-ads-make-a-difference-political-scientists-say-not-so-much,https://www.npr.org/transcripts/149875138
"May 29, 2012 ",Listening To Parents Key To Financial Responsibility," Mothers and fathers can make a difference in whether their kids become spenders or savers, studies have found. Young people whose families had included them in conversations about money and budgets were much more likely to make more responsible financial decisions in the future.",https://www.npr.org/2012/05/29/153730914/listening-to-parents-key-to-financial-responsibility,https://www.npr.org/transcripts/153730914
"May 9, 2012 ",Partisan Psychology: Why Do People Choose Political Loyalties Over Facts?," Two-thirds of Republicans say the president can do something about high gas prices; about two-thirds of Democrats say he can't. But six years ago, with a Republican president in the White House, those numbers were reversed. Researchers want to understand this flipped perception.",https://www.npr.org/sections/itsallpolitics/2012/05/09/152287372/partisan-psychology-why-are-people-partial-to-political-loyalties-over-facts,https://www.npr.org/transcripts/152287372
"May 3, 2012 ",Put Away The Bell Curve: Most Of Us Aren't 'Average'," For decades, teachers, managers and parents have assumed that the performance of students and employees fits what's known as the bell curve — in most activities, we expect a few people to be very good, a few people to be very bad and most people to be average. But new research argues that a lot of people are actually outliers.",https://www.npr.org/2012/05/03/151860154/put-away-the-bell-curve-most-of-us-arent-average,https://www.npr.org/transcripts/151860154
"June 21, 2012 ","GPS Study Shows Drivers Will Slow Down, At A Cost"," U.S. traffic officials who hope to get drivers to slow down may have found something that works: a GPS device that gives drivers a financial incentive not to speed. Some 12,000 Americans die every year in traffic crashes caused by speeding, according to government statistics.",https://www.npr.org/2012/06/21/155454615/gps-study-shows-drivers-will-slow-down-at-a-cost,https://www.npr.org/transcripts/155454615
"June 7, 2012 ",How The Housing Industry Affects Students' Future," New research shows that booms and busts in the housing industry help determine where high school students apply for college. Booms trigger applications to better colleges, busts to lesser quality schools.",https://www.npr.org/2012/06/07/154485142/how-the-housing-industry-affects-high-school-students-future,https://www.npr.org/transcripts/154485142
"July 24, 2012 ",How To Manipulate People Into Saying 'Yes'," There's new research on how marketers, managers and public radio pledge drives can better use the ""foot in the door"" technique to make pitches. New research shows people comply with demands when you start by asking for something unusual.",https://www.npr.org/2012/07/24/157271465/how-to-manipulate-people-into-saying-yes,https://www.npr.org/transcripts/157271465
"July 12, 2012 ",How Stereotypes Can Drive Women To Quit Science," It isn't just that fewer women choose to go into fields involving science, engineering, technology and math. Even when they do and are successful, women are more likely than men to quit. Psychological research suggests the gender disparity may be, at least in part, the result of of a vicious psychological cycle.",https://www.npr.org/2012/07/12/156664337/stereotype-threat-why-women-quit-science-jobs,https://www.npr.org/transcripts/156664337
"August 28, 2012 ",Can You Learn While You're Asleep?, An experiment that paired sounds with smells suggests basic forms of learning are possible while snoozing. The key seems to be a phenomenon known as conditioning — a form of simple learning made famous by Ivan Pavlov and his dog.,https://www.npr.org/sections/health-shots/2012/08/28/160137395/can-you-learn-while-you-re-asleep,https://www.npr.org/transcripts/160137395
"August 22, 2012 ",Are Independents Just Partisans In Disguise?, Psychology explains why people don't always do what they intend to do. Can it explain why many independents vote along partisan lines?,https://www.npr.org/sections/itsallpolitics/2012/08/22/159588275/are-independents-just-partisans-in-disguise,https://www.npr.org/transcripts/159588275
"August 6, 2012 ","An Anthropologist Walks Into A Bar And Asks, 'Why Is This Joke Funny?'"," Graduate student Robert Lynch is on a quest to deconstruct our built-in instinct for humor, and find out why making people laugh could be important to the way we've adapted to survive.",https://www.npr.org/sections/health-shots/2012/08/06/157592468/an-anthropologist-walks-into-a-bar-and-asks-why-is-this-joke-funny,https://www.npr.org/transcripts/157592468
"August 3, 2012 ",Would You Rather Win Silver Or Bronze? (Be Careful What You Wish For)," If you had to choose between a silver medal and a bronze medal, most people would choose silver. But psychologists who analyzed photos of Olympic medalists say that there's a complicated dynamic at work.",https://www.npr.org/sections/thetorch/2012/08/03/157835076/would-you-rather-win-silver-or-bronze-be-careful-what-you-wish-for,https://www.npr.org/transcripts/157835076
"September 26, 2012 ",How Food And Clothing Size Labels Affect What We Eat And What We Wear," Food and clothing labeled small appeal to us, even when the labels lie, a marketing professor says.",https://www.npr.org/sections/thesalt/2012/09/26/161770336/how-food-and-clothing-size-labels-affect-what-we-eat-and-what-we-wear,https://www.npr.org/transcripts/161770336
"September 20, 2012 ",Why Mental Pictures Can Sway Your Moral Judgment, Some dilemmas produce vivid images in our head — and we're wired to respond emotionally to pictures. That can trigger unconscious biases that influence our judgment of right and wrong.,https://www.npr.org/2012/09/20/161440292/why-pictures-can-sway-your-moral-judgment,https://www.npr.org/transcripts/161440292
"September 18, 2012 ",Do Scores Go Up When Teachers Return Bonuses?, How do you turn average teachers into great teachers? One unusual field experiment suggests the answer may lie in giving bonuses to teachers upfront — with a catch: They have to give back the money if student performance doesn't improve.,https://www.npr.org/2012/09/19/161370443/do-scores-go-up-when-teachers-return-bonuses,https://www.npr.org/transcripts/161370443
"September 12, 2012 ","Five Ways To Spot A Fake Online Review, Restaurant Or Otherwise"," Online reviews of restaurants, travel deals, apps and just about anything you want to buy have become a powerful driver of consumer behavior. Unsurprisingly, they have also created a powerful incentive to cheat.",https://www.npr.org/sections/thesalt/2012/09/12/160755775/five-ways-to-spot-a-fake-online-review-restaurant-or-otherwise,https://www.npr.org/transcripts/160755775
"October 25, 2012 ",Decision Time: Why Do Some Leaders Leave A Mark?," Why do some leaders make little difference to organizations and countries while others turn out to be indispensable? Research suggests that what's key isn't personality or even the historical moment, but the organizational structure that produces the leader.",https://www.npr.org/2012/10/25/163626172/decision-time-why-do-some-leaders-leave-a-mark,https://www.npr.org/transcripts/163626172
"October 24, 2012 ","What We Say About Our Religion, And What We Do"," A recent Pew survey found that an unprecedented one in five Americans now say they are not affiliated with any religious denomination. Or, looked at another way, nearly four out of five identify with an organized faith. Research also shows those Americans overstate how often they go to church by about half.",https://www.npr.org/2012/10/24/163527979/what-we-say-about-religion-and-what-we-do,https://www.npr.org/transcripts/163527979
"October 9, 2012 ",A Lively Mind: Your Brain On Jane Austen, Could modern cognitive theories explain character development in one of Jane Austen's most famous heroines: Pride and Prejudice's Elizabeth Bennett? Reading sessions inside an MRI scanner are shedding light on the question.,https://www.npr.org/sections/health-shots/2012/10/09/162401053/a-lively-mind-your-brain-on-jane-austen,https://www.npr.org/transcripts/162401053
"November 27, 2012 ",Do Orchestras Really Need Conductors? ," A computer science study shows that when an orchestra's musicians closely follow the lead of the conductor, rather than one another, they produce better music.",https://www.npr.org/sections/deceptivecadence/2012/11/27/165677915/do-orchestras-really-need-conductors,https://www.npr.org/transcripts/165677915
"November 14, 2012 ",Study: Reading 'Maxim' Can Make You A Theft Target," Criminologists in Texas find that you are more likely to become a victim of theft if your behavior somehow marks you as being ""outside the mainstream."" One sign of such behavior: leaving copies of racy magazines and crushed beer cans in your car.",https://www.npr.org/2012/11/14/164974490/reading-maxim-can-make-you-a-target-for-thieves,https://www.npr.org/transcripts/164974490
"November 9, 2012 ",What Earthquakes Can Teach Us About Elections," Political historian Allan Lichtman says he sees elections the way geophysicists see earthquakes — as events fundamentally driven by structural factors deep beneath the surface, rather than by superficial events at the surface.",https://www.npr.org/sections/itsallpolitics/2012/11/09/164711093/what-earthquakes-can-teach-us-about-elections,https://www.npr.org/transcripts/164711093
"December 31, 2012 ",Why Charities Need To Consider Donors' Politics," As American make contributions to various charities at the end of the year, there is increasing evidence that politics is playing a role in their decisions. Research suggests that the way the charity presses certain ideological buttons predicts whether liberals or conservatives will pony up a donation.",https://www.npr.org/2012/12/31/168328962/why-charities-need-to-consider-donors-political-views,https://www.npr.org/transcripts/168328962
"December 21, 2012 ",Why Some Kids Have An Inflated Sense Of Their Science Skills," A massive analysis of some 350,000 students in 53 countries has uncovered a paradox: Students in many countries that are mediocre at science have an inflated sense of good they are.",https://www.npr.org/2012/12/21/167718275/why-some-kids-have-an-inflated-sense-of-their-science-skills,https://www.npr.org/transcripts/167718275
"December 17, 2012 ",Why Tragedies Alter Risk Perception," If Friday's school shooting in Connecticut follows the pattern set by other mass tragedies, huge numbers of Americans are worrying about the safety of their kids at school. How is our perception of risk is shaped by tragedy, and what happens when our perceptions do not line up with the facts?",https://www.npr.org/2012/12/17/167427990/why-tragedies-alter-risk-perception,https://www.npr.org/transcripts/167427990
"December 6, 2012 ",Can Murder Be Tracked Like An Infectious Disease?," A study in Newark, N.J., found that homicides committed over a quarter century spread out very much like an infectious disease epidemic. Using this information, cities might be able to predict when and where murders will occur.",https://www.npr.org/2012/12/06/166600403/can-murder-be-tracked-like-an-infectious-disease,https://www.npr.org/transcripts/166600403
"January 16, 2013 ",Hard To Identify Many Mass Murders As Mentally Ill Beforehand," In the modern era, legislative attempts to keep guns out of the hands of the mentally ill are nearly half a century old. In many ways, we've made little or no progress. There are numerous reasons for this failure and those reasons explain why the odds of success of any new legislative initiative to the problem of mentally ill having access to guns is very, very low. These challenges explain why none of the three of the most prominent recent mass shooters — Jared Loughner, Seung-Hui Cho and Adam Lanza — would have been affected by any current legislation involving the mentally ill and guns. Loughner had not met the conditions necessary for reporting his name to the federal database and he obtained weapons legally from a dealer. Cho was not deemed at imminent risk of causing harm, and was not involuntarily committed, and he was therefore not reported. Lanza does not seem to have been involuntarily committed, either, and, in any event, he didn't buy guns from a dealer — he simply took guns belonging to a family member.",https://www.npr.org/2013/01/16/169543652/hard-to-identify-many-mass-murders-as-mentally-ill-beforehand,https://www.npr.org/transcripts/169543652
"January 9, 2013 ","Elite Colleges Struggle To Recruit Smart, Low-Income Kids"," Top schools often offer scholarships that not only include free tuition, but also free room and board for top students from poor families. Each year, however, colleges are confronted with a paradox: No matter how many incentives they provide, enrollment of highly talented, low-income student barely seems to budge.",https://www.npr.org/2013/01/09/168889785/elite-colleges-struggle-to-recruit-smart-low-income-kids,https://www.npr.org/transcripts/168889785
"January 2, 2013 ",'Stand Your Ground' Linked To Increase In Homicides," A controversial self-defense statute appears to produce more killings, according to a new study. Advocates for the law say it's working as designed. But researchers have different explanations about what might be happening.",https://www.npr.org/2013/01/02/167984117/-stand-your-ground-linked-to-increase-in-homicide,https://www.npr.org/transcripts/167984117
"January 2, 2013 ",Can Skinny Models Undermine Your Dieting Goals?, Many people turn to superfit models for weight-loss inspiration. There's growing evidence that this is a mistake. New research from the Netherlands explores whether repeated exposure to images of skinny models helps or hinders dieters.,https://www.npr.org/sections/health-shots/2013/01/02/168371575/can-skinny-models-undermine-your-dieting-goals,https://www.npr.org/transcripts/168371575
"February 19, 2013 ",Does Having Children Make You Happier?," Academics have long believed that parenting is a driver of unhappiness, based in part on a 2004 study by Nobel prize-winning economist Danny Kahneman. But a new study disagrees with that theory.",https://www.npr.org/2013/02/19/172373125/does-having-children-make-you-happier,https://www.npr.org/transcripts/172373125
"February 18, 2013 ",Is The Call For Universal Pre-Kindergarten Warranted?," Enthusiasm for universal Pre-K education is at an all-time high, and President Obama wants to massively increase the ranks of young children in schools and early learning centers. Some studies have shown significant and long-lasting benefits of early stimulation for children.",https://www.npr.org/2013/02/18/172298073/is-the-call-for-universal-pre-kindergaren-warranted,https://www.npr.org/transcripts/172298073
"February 6, 2013 ","Why You Love That Ikea Table, Even If It's Crooked"," Building your own stuff boosts your feelings of pride and competence, and also signals to others that you are competent. As a result, most of us believe we labor on things we love. Now, psychologists are asking if it is the other way around — is it labor that leads to love?",https://www.npr.org/2013/02/06/171177695/why-you-love-that-ikea-table-even-if-its-crooked,https://www.npr.org/transcripts/171177695
"February 1, 2013 ",When Crime Pays: Prison Can Teach Some To Be Better Criminals," Research from an Ohio sociologist has found that inmates ""earn"" illegal money in greater amounts after they serve time. Prison may serve as a classroom where inexperienced delinquents learn from hardened criminals — and become more dangerous criminals themselves.",https://www.npr.org/2013/02/01/169732840/when-crime-pays-prison-can-teach-some-to-be-better-criminals,https://www.npr.org/transcripts/169732840
"March 25, 2013 ",Shift In Gay Marriage Support Mirrors A Changing America," The latest polls indicate 58 percent of Americans support same-sex marriage. In 1977, that number was 13 percent. One researcher says that jump in support isn't the result of a generational gap — it's that many who once opposed gay marriage have changed their minds or softened their opposition.",https://www.npr.org/2013/03/25/174989702/shift-in-gay-marriage-support-mirrors-a-changing-america,https://www.npr.org/transcripts/174989702
"March 19, 2013 ",What Is The Effect Of Asking Americans To Think About The Greater Good?," Often times politicians pitch ""the common good"" when proposing changes to social policy. Psychologists now think this kind of appeal may backfire and actually unmotivate Americans. What is the effectiveness of different kinds of public appeals?",https://www.npr.org/2013/03/19/174708597/when-pitching-the-common-good-is-bad,https://www.npr.org/transcripts/174708597
"March 6, 2013 ",Deciphering Hidden Biases During Interviews," Research suggests the timing of an applicant's interview, whether it's for a job or admittance to a school, may determine the outcome of that interview. A new study shows that interviewers who have seen a string of strong candidates are more likely to view the next applicant negatively.",https://www.npr.org/2013/03/06/173592413/deciphering-hidden-biases-during-interviews,https://www.npr.org/transcripts/173592413
"March 4, 2013 ","Your Child's Fat, Mine's Fine: Rose-Colored Glasses And The Obesity Epidemic"," Despite current trends, most parents assume their own kids won't grow up to be overweight adults. That 'optimism bias' has neurological roots, brain scientists say.",https://www.npr.org/sections/health-shots/2013/03/04/173227718/your-childs-fat-mines-fine-rose-colored-glasses-and-the-obesity-epidemic,https://www.npr.org/transcripts/173227718
"April 29, 2013 ","Shhh, The Kids Can Hear You Arguing (Even When They're Asleep)"," In scans of sleeping infants' brains, certain areas light up when they hear angry voices. But is that heightened activation damaging, or does it mean the children are learning to cope?",https://www.npr.org/sections/health-shots/2013/04/29/179237081/shhh-the-kids-can-hear-you-arguing-even-when-theyre-asleep,https://www.npr.org/transcripts/179237081
"April 22, 2013 ",What Does Modern Prejudice Look Like?, Most Americans think of prejudice as animosity toward people in other groups. But two psychologists argue that unconscious bias — often in the form of giving some people special treatment — is the way prejudice largely works in America today.,https://www.npr.org/sections/codeswitch/2013/04/22/177455764/What-Does-Modern-Prejudice-Look-Like,https://www.npr.org/transcripts/177455764
"April 19, 2013 ",Did You Notice This Seemed To Be A Crazy News Week?," A lot of tragic stories have been in the news this week. To name a few, there was the Boston Marathon bombing, letters believed to be laced with ricin were sent to President Obama and other officials and the explosion at fertilizer plant in Texas. David Greene talks to NPR's Shankar Vedantam about the psychology of ""crazy weeks.""",https://www.npr.org/2013/04/19/177905018/did-you-notice-this-seemed-to-be-a-crazy-news-week,https://www.npr.org/transcripts/177905018
"April 9, 2013 ","To Find Insider Trading, Follow The Kids' Money", Sociologists tracked stock trades in Finland and found that accounts belonging to chlldren under 10 years old wildly outperformed the accounts of adults.,https://www.npr.org/2013/04/09/176579895/to-find-insider-trading-follow-the-kids-money,https://www.npr.org/transcripts/176579895
"April 1, 2013 ",Why Not Apologizing Makes You Feel Better," Expressing regret may grease the social wheels, but not doing so boosts your sense of power, control and self-worth. Try explaining that to your boss.",https://www.npr.org/2013/04/01/175714511/why-not-apologizing-makes-you-feel-better,https://www.npr.org/transcripts/175714511
"May 28, 2013 ",Why Do Whistle-Blowers Become Whistle-Blowers?, Management gurus have long preached the value of ethical leadership. In the presence of ethical leadership — but the absence of ethical co-workers — what happens to people's honesty?,https://www.npr.org/2013/05/28/186861860/why-do-whistle-blowers-become-whistle-blowers,https://www.npr.org/transcripts/186861860
"May 20, 2013 ",Bans Of Same-Sex Marriage Can Take A Psychological Toll," When several states passed laws banning same-sex marriages, researchers found that the mental health of gay residents seemed to suffer. Conversely, stress-related disorders dropped after the legalization of gay marriage in one state. Researchers say negative media portrayals and loss of safety were contributing factors.",https://www.npr.org/2013/05/20/184829036/bans-of-same-sex-marriage-can-take-a-psychological-toll,https://www.npr.org/transcripts/184829036
"May 10, 2013 ",What Does 'Sexual Coercion' Say About A Society?," Anthropologists have long documented the differences in the extent of sexual coercion — including rape — in different human societies. But is it a vestige of evolutionary history, indicative of cultural activity or governed by power dynamics between females and males?",https://www.npr.org/2013/05/10/182654664/what-does-sexual-coercion-say-about-a-society,https://www.npr.org/transcripts/182654664
"May 6, 2013 ",Young Girls May Get More 'Teaching Time' From Parents Than Boys Do," In elementary school, girls often outperform boys on reading and math tests. Many factors shape academic performance, but two economists say one reason for the disparity might be that parents spend more time reading with girls and teaching them the alphabet and numbers.",https://www.npr.org/sections/health-shots/2013/05/06/180816964/girls-may-get-more-teaching-time-from-parents-than-boys-do,https://www.npr.org/transcripts/180816964
"June 24, 2013 ",Gloomy Thinking Can Be Contagious," But so, too, can cheeriness. Research on college roommates indicates that a person's psychological outlook can rub off on those close to them.",https://www.npr.org/sections/health-shots/2013/06/24/193483931/Contagious-Thinking-Can-Be-Depressing,https://www.npr.org/transcripts/193483931
"June 20, 2013 ",What Makes Rituals Special? Join Us For A Google+ Conversation," From savoring a morning coffee to lighting a candle each night, people employ rituals all over the world. NPR science correspondent Shankar Vedantam speaks with behavior scientist Francesca Gino and Slate columnist William Saletan about the role of rituals in human life.",https://www.npr.org/2013/06/20/193488219/what-makes-rituals-special-join-us-for-a-google-conversation,https://www.npr.org/transcripts/193488219
"June 13, 2013 ",Are American Attitudes Toward Privacy Changing?, The ongoing national debate over surveillance prompts us to take a closer look at the way Americans think about their privacy. Several scientific studies show that what Americans say they want in terms of privacy does not match the way they behave.,https://www.npr.org/2013/06/13/191226108/are-american-attitudes-toward-privacy-changing,https://www.npr.org/transcripts/191226108
"July 30, 2013 ",What A State Capital's Location Can Say About Corruption, An unusual new analysis finds that the geographic location of a state capital is a powerful predictor of corruption in that state.,https://www.npr.org/templates/story/story.php?storyId=206884484,https://www.npr.org/transcripts/206884484
"July 24, 2013 ",Being In The Minority Can Cost You And Your Company, Social scientists recently made an interesting discovery: The wage gap between blacks and whites (working identical jobs) varies greatly by location.,https://www.npr.org/sections/codeswitch/2013/07/24/204898755/wage-gap-research,https://www.npr.org/transcripts/204898755
"July 19, 2013 ",How To Fight Racial Bias When It's Silent And Subtle," New research suggests that racial disparities and other biased outcomes in medicine, the criminal justice system, and other areas, can be explained by unconscious attitudes and stereotypes. But how do we get rid of subtle racial biases?",https://www.npr.org/sections/codeswitch/2013/07/19/203306999/How-To-Fight-Racial-Bias-When-Its-Silent-And-Subtle,https://www.npr.org/transcripts/203306999
"July 16, 2013 ",Why Poor Students' College Plans 'Melt' Over The Summer," A large number of poor high school students, who say they are continuing on to college, fail to show up in the fall. The reason is referred to as the ""summer melt."" Students face many hurdles over the summer including lack of resources and mentors.",https://www.npr.org/2013/07/16/202566709/why-poor-students-college-plans-are-hijacked-over-the-summer,https://www.npr.org/transcripts/202566709
"July 2, 2013 ",Therapy Helps Troubled Teens Rethink Crime," Many violent crimes are hastily planned and poorly considered, researchers at the University of Chicago's Crime Lab find. Training troubled teens to slow down and put a more benign spin on what they imagine the other guy is thinking significantly reduced the kids' likelihood of committing a crime.",https://www.npr.org/sections/health-shots/2013/07/02/188646607/therapy-helps-troubled-teens-rethink-crime,https://www.npr.org/transcripts/188646607
"August 30, 2013 ",Money May Be Motivating Doctors To Do More C-Sections," Many obstetricians make more money for C-sections than for vaginal deliveries. In a recent study, these doctors were more likely to perform the costly procedure than doctors paid a flat salary. But when the pregnant women were also physicians, doctors seemed less swayed by financial incentives.",https://www.npr.org/sections/health-shots/2013/08/30/216479305/money-may-be-motivating-doctors-to-do-more-c-sections,https://www.npr.org/transcripts/216479305
"August 23, 2013 ",Can Your Car Make You An Unethical Driver? ," New research suggests the size of your car effects how you drive. If you have a big car, studies show you may be more likely to break the law. It has to do with posture and how powerful you feel.",https://www.npr.org/2013/08/23/214723178/spacious-car-study,https://www.npr.org/transcripts/214723178
"August 20, 2013 ",How To Win That Music Competition? Send A Video, A new study shows that judges base musical performances more on sight than on sound.,https://www.npr.org/2013/08/20/213551358/how-to-win-that-music-competition-send-a-video,https://www.npr.org/transcripts/213551358
"August 9, 2013 ",Why Aren't More Girls Attracted To Physics?," A gap persists in high school physics. A new study finds that girls are more likely to take physics if they see women in their communities working in science, technology, engineering and math.",https://www.npr.org/sections/alltechconsidered/2013/08/09/210251404/why-arent-more-girls-attracted-to-physics,https://www.npr.org/transcripts/210251404
"September 23, 2013 ",Smart Teenage Brains May Get Some Extra Learning Time," It used to be that neuroscientists thought smart people were all alike. But now they think that some very smart people retain the ability to learn rapidly, like a child, well into adolescence.",https://www.npr.org/sections/health-shots/2013/09/23/224387862/smart-teenage-brains-may-get-some-extra-learning-time,https://www.npr.org/transcripts/224387862
"September 20, 2013 ",Diet Of Defeat: Why Football Fans Mourn With High-Fat Food," Researchers find that winning and losing NFL games not only causes fan to feel differently the day after the game but to eat differently as well. Fans of losing teams eat significantly more saturated fat after suffering defeats, while fans of winning teams eat lighter fare after victories.",https://www.npr.org/sections/thesalt/2013/09/20/224148230/diet-of-defeat-why-football-fans-mourn-with-high-fat-food,https://www.npr.org/transcripts/224148230
